Gen	t_n15	t_n16	t_n17	t_n18	t_n19	t_n20	t_n21	t_n22	t_n23	t_n24	t_n25	t_n26	t_n27	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
34870	1.6041296	0.8474704	0.6729373	0.7543835	0.6637807	0.3812515	0.8194800	0.3687585	0.2241121	0.1961931	0.0864990	0.0787369	0.2144361	0.0411223	0.0214160	0.1669073	0.7046868	0.4515698	0.4949623	-155963.651
34880	1.6187174	0.8735892	0.6507229	0.7543835	0.6944013	0.3622543	0.8433666	0.3886022	0.2212095	0.1999320	0.0827245	0.0746445	0.2088569	0.0256366	0.0171021	0.1284924	0.1802726	0.1780393	0.1872495	-155963.919
34890	1.6030556	0.9015407	0.6940852	0.7754875	0.6859167	0.3957997	0.8277480	0.3733151	0.2188331	0.2047542	0.0735735	0.0676292	0.2129155	0.0272822	0.0200919	0.1216760	0.2215946	0.2719043	0.2580674	-155956.929
34900	1.6261156	0.9070582	0.6870412	0.7614284	0.6584265	0.4223999	0.8086797	0.3730104	0.2213518	0.1890461	0.0767769	0.0676292	0.2183471	0.0306874	0.0153308	0.1187330	0.2488556	0.2114504	0.1364093	-155949.217
34910	1.5612157	0.8906309	0.6971261	0.7614284	0.6706270	0.4456695	0.7641226	0.3995351	0.2241621	0.1936142	0.0798072	0.0671434	0.2161264	0.0231601	0.0186783	0.1187330	0.2488556	0.3149550	0.2554257	-155953.750
34920	1.5301666	0.8552050	0.7040439	0.7458522	0.6480367	0.4651688	0.8040401	0.3889259	0.2241621	0.1996206	0.0833867	0.0643222	0.2161264	0.0254803	0.0176125	0.1187330	0.1608887	0.2194584	0.2554257	-155968.348
34930	1.5372415	0.8538147	0.6961388	0.7915559	0.6694911	0.4614044	0.8072729	0.3731914	0.2114124	0.1981804	0.0800922	0.0728083	0.2056025	0.0252564	0.0173139	0.1187330	0.2172179	0.2508557	0.3251187	-155951.059
34940	1.5503243	0.8886899	0.7232849	0.8113988	0.6394705	0.4588214	0.8073037	0.3800331	0.2157534	0.1945626	0.0880250	0.0808939	0.2073033	0.0302977	0.0202273	0.1318568	0.4003394	0.2098090	0.2186159	-155956.950
34950	1.5282509	0.9083675	0.7552344	0.7987500	0.6519322	0.4746463	0.7724671	0.3941514	0.2148189	0.1878286	0.0866962	0.0786298	0.2073033	0.0244237	0.0176449	0.1542086	0.1692454	0.2185796	0.2782741	-155962.617
34960	1.5235019	0.8997498	0.7416064	0.7987500	0.6680469	0.5020667	0.8095701	0.3723900	0.2100623	0.1790460	0.0928683	0.0838212	0.2039016	0.0251676	0.0129208	0.1130152	0.4092373	0.2069361	0.2384543	-155957.518
34970	1.4846255	0.8796540	0.7511547	0.7987500	0.7028287	0.5379099	0.8214152	0.3697349	0.2042676	0.1794529	0.0974987	0.0878176	0.1986924	0.0301774	0.0155899	0.1236678	0.1830699	0.1434453	0.4150257	-155964.607
34980	1.4722065	0.8794485	0.7300204	0.7987500	0.7001451	0.5288484	0.8376379	0.3420282	0.2045899	0.1815544	0.0870080	0.0775547	0.1917049	0.0301774	0.0207979	0.1221325	0.1830699	0.2120937	0.3856322	-155954.200
34990	1.4697898	0.9077247	0.7144228	0.8039746	0.6642792	0.5040022	0.8287963	0.3509385	0.1972572	0.1809228	0.0806290	0.0693355	0.1899039	0.0245001	0.0165755	0.1221325	0.2871653	0.1778591	0.3055123	-155956.838
35000	1.4773210	0.9012895	0.7126427	0.7633459	0.6690173	0.4962572	0.8311580	0.3561201	0.2021903	0.1678571	0.0809092	0.0714713	0.1963439	0.0298990	0.0207682	0.1221325	0.3070034	0.2506380	0.1924746	-155957.647
35010	1.4646546	0.8927734	0.7454474	0.7633459	0.6858267	0.4773429	0.8423960	0.3602219	0.2058689	0.1840195	0.0823453	0.0743350	0.1959362	0.0242905	0.0189871	0.1221325	0.1957573	0.2943902	0.2622548	-155961.439
35020	1.4640392	0.9020604	0.7257759	0.7633459	0.6714684	0.4372293	0.8831388	0.3905477	0.2050408	0.1734590	0.0877982	0.0773741	0.2004984	0.0277446	0.0186487	0.1255311	0.2279883	0.2901225	0.3271562	-155958.739
35030	1.4300815	0.8932261	0.7022280	0.7669436	0.6543846	0.4294361	0.8518761	0.3852362	0.2032113	0.1654538	0.0844012	0.0781851	0.1985685	0.0277446	0.0164361	0.1607836	0.1898442	0.2293444	0.4921772	-155956.087
35040	1.4380626	0.8928764	0.7029814	0.7410283	0.6241210	0.4128847	0.8729336	0.3739209	0.2032113	0.1695864	0.0827154	0.0739816	0.1987394	0.0262542	0.0206134	0.1268639	0.2245141	0.3658533	0.2954465	-155958.048
35050	1.4505674	0.8987839	0.7283371	0.7219690	0.5856574	0.3742905	0.8725900	0.3621794	0.2085880	0.1852292	0.0833066	0.0779499	0.2020384	0.0262542	0.0159131	0.1268639	0.2693072	0.2555317	0.1518739	-155960.415
35060	1.4505674	0.8698908	0.7713707	0.7567875	0.5948312	0.3593345	0.8584876	0.4015151	0.2104095	0.1893795	0.0907412	0.0769095	0.2050335	0.0262542	0.0174794	0.1268639	0.1808498	0.1278836	0.2136719	-155951.158
35070	1.4651339	0.8665538	0.7594780	0.7456402	0.5692192	0.4111629	0.8330490	0.3838087	0.2134201	0.1796381	0.0989231	0.0887806	0.2069520	0.0317024	0.0174794	0.1284391	0.3464908	0.1803340	0.3995709	-155957.389
35080	1.4905364	0.8568943	0.7544625	0.7732691	0.5793410	0.3979637	0.8344076	0.3609361	0.2222850	0.1984916	0.0951391	0.0900887	0.2154700	0.0284287	0.0163861	0.1297621	0.2827907	0.3590725	0.4086601	-155955.443
35090	1.4850846	0.8487845	0.7758600	0.7758691	0.5978467	0.4390402	0.8822721	0.3669410	0.2288425	0.1992568	0.0951391	0.0915533	0.2076782	0.0242051	0.0207088	0.1561419	0.1881596	0.1753197	0.5591975	-155951.448
35100	1.4901787	0.8403285	0.7754059	0.7132837	0.5953667	0.4185443	0.9212548	0.3983491	0.2319740	0.2076111	0.0994322	0.0924660	0.2232871	0.0251420	0.0171118	0.1446037	0.1334362	0.3220326	0.2288232	-155953.423
35110	1.4919707	0.8318680	0.7712421	0.7088230	0.6214058	0.4279134	0.9498575	0.3755219	0.2344657	0.2165672	0.0971474	0.0889450	0.2305113	0.0251420	0.0160696	0.1380458	0.2072031	0.2208937	0.2073459	-155957.916
35120	1.5316910	0.8226199	0.7520070	0.6915302	0.6023736	0.4150750	0.9533077	0.4005438	0.2388566	0.2074584	0.0921930	0.0844337	0.2331127	0.0257435	0.0184281	0.1397706	0.1717374	0.2575794	0.1875735	-155961.064
35130	1.5323460	0.8233822	0.7411859	0.6915302	0.5756407	0.4169066	0.9789897	0.4023886	0.2365780	0.2049548	0.0954153	0.0835177	0.2285306	0.0285679	0.0160412	0.1110060	0.1208493	0.1907603	0.1944438	-155955.421
35140	1.5150560	0.8345793	0.7279775	0.7022246	0.5885135	0.4003400	0.9814757	0.4048246	0.2489992	0.2174126	0.0889731	0.0816542	0.2278625	0.0228951	0.0177794	0.1332515	0.1727802	0.1884754	0.3571666	-155963.469
35150	1.5057495	0.8479387	0.7230824	0.7022246	0.5590314	0.3952723	1.0004211	0.3885475	0.2418079	0.2187573	0.0928418	0.0816542	0.2363848	0.0265891	0.0155183	0.1211259	0.3703144	0.3688217	0.2240335	-155948.639
35160	1.5411660	0.8438950	0.7243759	0.6803338	0.5725029	0.4041060	1.0095102	0.4032642	0.2366979	0.2063852	0.0823972	0.0778102	0.2299064	0.0265891	0.0180556	0.1211259	0.1651615	0.1518541	0.2240335	-155952.224
35170	1.5397749	0.8573283	0.7208309	0.6769551	0.5874832	0.3935018	0.9982442	0.3671128	0.2229238	0.2076168	0.0823972	0.0778102	0.2159593	0.0229905	0.0184173	0.1398213	0.2293434	0.2433540	0.2609234	-155962.361
35180	1.5625642	0.8828177	0.7051825	0.6769551	0.6028972	0.3716276	0.9731452	0.3557828	0.2203013	0.2021459	0.0855998	0.0791968	0.2173335	0.0246138	0.0184173	0.1390465	0.2975192	0.1783224	0.1536742	-155962.486
35190	1.5458170	0.8360492	0.6996946	0.7157190	0.5752295	0.3557822	1.0229563	0.3601710	0.2226739	0.2062593	0.0928563	0.0760002	0.2118118	0.0259203	0.0216688	0.1171627	0.1829403	0.2761067	0.3009404	-155956.654
35200	1.5293219	0.8473239	0.7341531	0.6556105	0.5752295	0.3507476	1.0401095	0.3268453	0.2160752	0.1953981	0.0844389	0.0797624	0.2071224	0.0259203	0.0165495	0.1143524	0.2856190	0.2349409	0.2720606	-155962.446
35210	1.5330051	0.8562876	0.7148780	0.6556105	0.5673850	0.3594458	1.0195248	0.3345285	0.2137386	0.2010831	0.0890068	0.0797624	0.2009120	0.0260873	0.0158240	0.1371523	0.2320446	0.2119240	0.2717084	-155962.476
35220	1.5828244	0.8949140	0.7416971	0.6784239	0.5972214	0.3515867	1.0842583	0.3167548	0.2137386	0.1998957	0.0863626	0.0797624	0.2093075	0.0292262	0.0201610	0.1331463	0.3454391	0.3820438	0.2011990	-155959.039
35230	1.5587387	0.8936880	0.7530244	0.6784239	0.5825437	0.3945269	1.0329043	0.3401205	0.2164335	0.1964087	0.0876454	0.0726973	0.2078040	0.0255478	0.0175603	0.0943130	0.2042853	0.1769180	0.2875921	-155958.591
35240	1.5354516	0.9041992	0.7337416	0.6784239	0.5950497	0.4323877	1.0536380	0.3432684	0.2223898	0.1919585	0.0786857	0.0672421	0.2134842	0.0274823	0.0181682	0.1024011	0.2106867	0.2898888	0.1832809	-155954.552
35250	1.5147116	0.8757989	0.7395788	0.6773483	0.5587928	0.4323709	1.0120233	0.3608646	0.2352307	0.2042176	0.0836704	0.0770578	0.2209918	0.0274823	0.0147904	0.1084041	0.2340987	0.1844728	0.3684079	-155959.018
35260	1.5662043	0.8962481	0.7110193	0.6767553	0.5587779	0.4323709	0.9858796	0.3834230	0.2340487	0.1927690	0.0837058	0.0763058	0.2270533	0.0238443	0.0175292	0.1303996	0.2340987	0.1530284	0.3143130	-155964.013
35270	1.5513002	0.8940802	0.7405052	0.6419849	0.5638217	0.4684583	0.9892979	0.3995316	0.2306120	0.1994482	0.0938567	0.0802031	0.2251385	0.0269105	0.0166538	0.1071778	0.2030689	0.2117248	0.2568582	-155963.679
35280	1.5330607	0.8655383	0.7278061	0.6419849	0.5638217	0.4971771	0.9966637	0.3936684	0.2218490	0.1995936	0.0951035	0.0853205	0.2157387	0.0269105	0.0181985	0.1233935	0.2030689	0.1896827	0.2577594	-155966.939
35290	1.5133925	0.8836155	0.7396417	0.6429564	0.5638217	0.4810168	0.9602607	0.4041224	0.2287561	0.1870409	0.0944714	0.0787620	0.2203315	0.0269105	0.0178617	0.1233935	0.2418647	0.2778148	0.4729968	-155956.144
35300	1.5321782	0.9036657	0.7329412	0.7124737	0.5710735	0.4541238	0.9264664	0.3838626	0.2361440	0.2003822	0.0961525	0.0863689	0.2235279	0.0269105	0.0160623	0.1029666	0.2418647	0.1746383	0.3383507	-155949.064
35310	1.5242124	0.8811651	0.7153456	0.6813349	0.5366759	0.4337254	0.8674949	0.3632809	0.2497025	0.2148643	0.0954216	0.0863689	0.2398105	0.0269105	0.0178642	0.1165737	0.2673689	0.1687657	0.2288373	-155956.713
35320	1.5299218	0.8952351	0.7161184	0.6921387	0.5370716	0.4595009	0.8648970	0.3619731	0.2480205	0.2183339	0.0942313	0.0863689	0.2429854	0.0269105	0.0219913	0.1075076	0.2046979	0.2805682	0.2031205	-155960.486
35330	1.5299218	0.8967318	0.7103982	0.7274436	0.5174949	0.4467419	0.8805872	0.3705641	0.2482691	0.2145256	0.1002167	0.0875756	0.2398544	0.0274996	0.0175705	0.1221089	0.1909014	0.1803557	0.3978702	-155952.653
35340	1.5519916	0.8947314	0.6647857	0.7274436	0.5316588	0.4651877	0.8686229	0.3854821	0.2498080	0.2132577	0.0835838	0.0724347	0.2390840	0.0274996	0.0179112	0.1211193	0.3338652	0.1867323	0.4336192	-155962.433
35350	1.5499592	0.9279344	0.6530718	0.7314989	0.5272692	0.4287432	0.8256962	0.3921883	0.2453299	0.2240013	0.0801512	0.0751106	0.2398162	0.0228460	0.0203111	0.1572568	0.3096275	0.2821682	0.2525638	-155961.404
35360	1.5866334	0.9450883	0.6712925	0.7377049	0.5553538	0.4415812	0.7930229	0.3696082	0.2453299	0.2206862	0.0807788	0.0712965	0.2384944	0.0241728	0.0196240	0.0987038	0.3096275	0.4050830	0.2737615	-155958.846
35370	1.5485878	0.8972638	0.6694460	0.7099781	0.5586456	0.4433429	0.7930229	0.3850841	0.2534932	0.2234681	0.0792452	0.0722829	0.2472599	0.0241302	0.0146852	0.1424140	0.2157794	0.1989557	0.3733086	-155962.512
35380	1.5284598	0.8867645	0.6426500	0.7528398	0.5931098	0.4566891	0.8030837	0.3940490	0.2591074	0.2240726	0.0834730	0.0679598	0.2396999	0.0286337	0.0196415	0.1168793	0.3165367	0.3993103	0.4424117	-155960.501
35390	1.5523629	0.8922192	0.6648872	0.7741963	0.6136347	0.4379276	0.8043670	0.3823434	0.2440331	0.2215136	0.0760895	0.0717195	0.2372291	0.0227053	0.0194982	0.1378631	0.1530790	0.2596216	0.3093924	-155947.610
35400	1.5717933	0.8793989	0.6624915	0.7334502	0.6065482	0.3976474	0.7962178	0.3831696	0.2452011	0.2176804	0.0792338	0.0635389	0.2407459	0.0274569	0.0155567	0.1159352	0.1409179	0.2570346	0.2679760	-155956.678
35410	1.5746755	0.8810683	0.6913362	0.7383372	0.5884106	0.3711553	0.8360531	0.3486094	0.2426503	0.2192208	0.0787214	0.0726005	0.2383373	0.0287853	0.0209634	0.1368621	0.1808868	0.4580908	0.2894419	-155953.079
35420	1.6142441	0.9178999	0.7157876	0.7103641	0.6340565	0.3621805	0.8809209	0.3364172	0.2400723	0.2202956	0.0817179	0.0777920	0.2338414	0.0211865	0.0207301	0.1216732	0.2128992	0.3889797	0.1994119	-155957.167
35430	1.5921567	0.8959313	0.7088087	0.6843273	0.6463292	0.3348162	0.8601964	0.3296012	0.2392213	0.2141162	0.0977552	0.0797086	0.2302624	0.0285132	0.0163838	0.1197697	0.1977094	0.2282355	0.2340781	-155962.106
35440	1.5705559	0.8660236	0.7111230	0.6843273	0.6021551	0.3718509	0.8417121	0.3280867	0.2366475	0.2073486	0.0865979	0.0811955	0.2238132	0.0286435	0.0160703	0.1117716	0.2400928	0.2144023	0.3268850	-155957.991
35450	1.5615302	0.8552618	0.6841709	0.6997863	0.6021551	0.3291777	0.8823515	0.3524904	0.2214152	0.2025455	0.0867079	0.0780713	0.2161217	0.0259550	0.0171704	0.1294902	0.1556474	0.1100967	0.3626185	-155954.951
35460	1.5446972	0.8641210	0.6927883	0.6997863	0.5799414	0.3181760	0.9088195	0.3623285	0.2259153	0.1965877	0.0863092	0.0769983	0.2212277	0.0296364	0.0136460	0.1472929	0.1556474	0.3303963	0.2225609	-155969.985
35470	1.5485527	0.8755484	0.6537564	0.6922671	0.5592631	0.3167605	0.8757989	0.3917332	0.2146979	0.1973545	0.0839367	0.0769983	0.2088804	0.0257376	0.0194658	0.1165859	0.1863142	0.2199561	0.2415262	-155964.908
35480	1.5978580	0.8998170	0.6500018	0.7197689	0.5273152	0.3401690	0.9401926	0.3717569	0.2110972	0.1794455	0.0794405	0.0691135	0.2044811	0.0257376	0.0149535	0.1205175	0.2297878	0.2695876	0.4749609	-155952.943
35490	1.5952656	0.8941772	0.6557268	0.6843988	0.5036281	0.3286747	0.9857635	0.3934230	0.1994781	0.1622049	0.0867520	0.0662508	0.1947387	0.0232994	0.0219139	0.1392269	0.2181176	0.3209806	0.2754742	-155960.223
35500	1.5617285	0.8769378	0.6704343	0.6610253	0.5312363	0.3481375	1.0071215	0.3752544	0.2002312	0.1722198	0.0816148	0.0714148	0.1971126	0.0310106	0.0189235	0.1256926	0.4916003	0.1947296	0.2104043	-155954.086
35510	1.6041200	0.9100444	0.6650042	0.6498054	0.5312363	0.3482267	0.9743006	0.3593979	0.2004933	0.1807945	0.0840495	0.0796548	0.1855490	0.0273900	0.0162023	0.1256926	0.3040205	0.2276428	0.2916534	-155966.553
35520	1.6398047	0.9001719	0.6688981	0.6924110	0.5183541	0.3512468	1.0236033	0.3833235	0.1999248	0.1769576	0.0921592	0.0802856	0.1898493	0.0291714	0.0162023	0.1304456	0.2839681	0.2016930	0.2771768	-155957.157
35530	1.6491111	0.9250301	0.6842034	0.6858181	0.5498324	0.3670456	0.9964838	0.3727486	0.1996965	0.1669302	0.0900940	0.0846638	0.1896835	0.0283663	0.0127846	0.0892995	0.4148336	0.1472579	0.3043726	-155962.244
35540	1.6598628	0.9027861	0.6633583	0.6752309	0.5608487	0.3567446	1.0104741	0.3662432	0.1936455	0.1754723	0.0915574	0.0788486	0.1874477	0.0228001	0.0181957	0.1251353	0.2454025	0.1339720	0.2026628	-155963.018
35550	1.6265331	0.8843405	0.6854008	0.6840860	0.5646509	0.3959347	1.0325800	0.3626450	0.1972904	0.1804257	0.0899386	0.0775731	0.1825505	0.0290263	0.0181957	0.1078991	0.3295207	0.1846125	0.4366137	-155960.366
35560	1.6556498	0.8949094	0.6794155	0.6840860	0.5731803	0.4080409	1.0174497	0.3652761	0.2046804	0.1787800	0.0872339	0.0741154	0.1966854	0.0223312	0.0143090	0.1166378	0.1883203	0.2065690	0.2643754	-155960.961
35570	1.7081001	0.8755417	0.7017325	0.6466795	0.5561779	0.3905431	1.0201676	0.3903462	0.2164638	0.1884215	0.0893886	0.0704912	0.2059467	0.0277390	0.0188253	0.1166378	0.2979757	0.2046867	0.3127264	-155959.715
35580	1.6895763	0.8980772	0.6912898	0.6494783	0.5748209	0.3848685	1.0640100	0.3906845	0.2226023	0.1930927	0.0911432	0.0746522	0.2115466	0.0275980	0.0167975	0.1166378	0.5217646	0.1590024	0.2338660	-155969.786
35590	1.6226875	0.8504177	0.7018170	0.6699006	0.5844023	0.4458250	1.0421012	0.3755304	0.2186916	0.2020747	0.0833475	0.0729400	0.2034129	0.0317321	0.0167975	0.1284662	0.2597045	0.2972432	0.1496869	-155956.232
35600	1.5817354	0.8250420	0.7017242	0.6699006	0.5553267	0.4418724	1.0577264	0.3875905	0.2089300	0.1909043	0.0801516	0.0729400	0.2050204	0.0252067	0.0231798	0.1284662	0.1318210	0.2433151	0.2899818	-155966.708
35610	1.5835271	0.8168199	0.7061379	0.6632634	0.5553267	0.4435823	1.0701865	0.3624529	0.2104909	0.1887047	0.0849895	0.0756159	0.1966455	0.0252067	0.0157548	0.1184610	0.2998240	0.1831766	0.1731419	-155961.240
35620	1.5952103	0.8199788	0.6906126	0.6869925	0.5360949	0.4285986	1.0310048	0.3714870	0.2029478	0.1746149	0.0851274	0.0809299	0.1935447	0.0234681	0.0157548	0.1184610	0.2134428	0.2654876	0.2482137	-155962.721
35630	1.6100690	0.8344253	0.6986032	0.6695009	0.5502250	0.3801285	1.0321067	0.3667067	0.2058156	0.1728980	0.0851810	0.0749455	0.1872079	0.0272950	0.0157548	0.1581669	0.2686335	0.2265614	0.3550045	-155960.824
35640	1.6146726	0.8405979	0.7354496	0.6507094	0.5983952	0.3768172	1.0325725	0.3913748	0.2074633	0.1637180	0.0826916	0.0763010	0.2003673	0.0241287	0.0200781	0.1451315	0.2761843	0.1762470	0.2348821	-155958.380
35650	1.6337872	0.8636186	0.7585343	0.6507094	0.5826991	0.3488323	1.0558799	0.3990939	0.2137344	0.1660275	0.0831413	0.0768625	0.2058032	0.0271598	0.0226781	0.1058085	0.4899249	0.4209708	0.1884579	-155957.162
35660	1.5857579	0.8690966	0.7314317	0.6616460	0.6026146	0.3628030	1.0875232	0.3978748	0.2035523	0.1649364	0.0887139	0.0773169	0.1998790	0.0232818	0.0195009	0.1078443	0.2781035	0.2420210	0.2480354	-155957.873
35670	1.5903476	0.8987013	0.7327576	0.6742306	0.6026146	0.3573479	1.0371340	0.3927959	0.2126260	0.1722880	0.0912241	0.0782549	0.2059943	0.0274541	0.0195009	0.1060869	0.2534000	0.2566855	0.2480354	-155964.859
35680	1.5933773	0.9019853	0.7270494	0.7012717	0.5719041	0.3068222	1.0227262	0.3884091	0.2202996	0.1854141	0.0857926	0.0782549	0.2180359	0.0221075	0.0210799	0.1271942	0.2557187	0.2890179	0.1985646	-155953.249
35690	1.5780658	0.8940354	0.7064437	0.7265260	0.5620626	0.2922100	1.0330113	0.4001268	0.2188838	0.1856660	0.0858190	0.0782549	0.2133412	0.0218006	0.0128600	0.1477526	0.2300063	0.3001227	0.2232572	-155968.050
35700	1.5895393	0.8823726	0.6723990	0.7526976	0.6144569	0.3521367	1.0923711	0.3735271	0.2108752	0.1805722	0.0848645	0.0753899	0.2030940	0.0285719	0.0151921	0.1202281	0.1471473	0.4169726	0.2134946	-155959.229
35710	1.5977415	0.8680708	0.7132950	0.7526976	0.6237235	0.3200785	1.1204050	0.3767672	0.2154339	0.1896484	0.0905577	0.0763162	0.1938230	0.0243559	0.0151921	0.0959588	0.1813926	0.1909602	0.3013959	-155959.745
35720	1.6077994	0.8886632	0.7547929	0.7297507	0.6452162	0.3343396	1.1212877	0.3732575	0.2161430	0.1958216	0.0854904	0.0773170	0.2126241	0.0243559	0.0161788	0.1122562	0.1625041	0.2458326	0.2048626	-155957.599
35730	1.5965705	0.8803960	0.7810025	0.7458794	0.6922315	0.3706669	1.1481760	0.3997983	0.2219742	0.1965316	0.0854904	0.0776335	0.2140199	0.0243559	0.0144940	0.1247886	0.2650930	0.1561543	0.3176140	-155963.247
35740	1.6194208	0.8803960	0.7936863	0.7510149	0.6838608	0.4089245	1.1376362	0.3894968	0.2187140	0.1857067	0.0844826	0.0776335	0.2087182	0.0243559	0.0170430	0.0979195	0.2244505	0.2552485	0.3284105	-155970.790
35750	1.6355396	0.9057069	0.7902690	0.7934361	0.6963372	0.3793920	1.1571856	0.3794957	0.2056852	0.1865474	0.0813196	0.0752171	0.1906841	0.0283024	0.0170494	0.1270107	0.1888730	0.3432668	0.2071257	-155958.750
35760	1.6258805	0.9014812	0.7952294	0.7934361	0.7050759	0.3538769	1.1600938	0.3638370	0.2043003	0.1764505	0.0841269	0.0752171	0.1895132	0.0283024	0.0170494	0.1125637	0.1888730	0.1263920	0.2289874	-155963.247
35770	1.6746421	0.9219460	0.7931633	0.8148778	0.6866083	0.3944792	1.1757974	0.3439870	0.1985507	0.1755590	0.0835069	0.0732400	0.1937483	0.0261051	0.0137334	0.1053174	0.3079265	0.1455928	0.2024648	-155955.891
35780	1.6469965	0.9332729	0.7920472	0.8162988	0.7048880	0.4079966	1.1412005	0.3510705	0.2014551	0.1756142	0.0850844	0.0733087	0.1908595	0.0261051	0.0167007	0.0977201	0.2119187	0.2807397	0.3364036	-155953.819
35790	1.6482815	0.9291838	0.7933546	0.7953641	0.6889913	0.3922467	1.1591499	0.3709516	0.2031765	0.1838078	0.0910045	0.0841117	0.1906018	0.0250016	0.0181721	0.0979445	0.1939497	0.2473230	0.2084447	-155955.521
35800	1.6270332	0.9100211	0.8172076	0.7728007	0.6272188	0.3867672	1.1792327	0.3738044	0.2075327	0.1845452	0.0902022	0.0830208	0.2005176	0.0250016	0.0164217	0.1218169	0.2927861	0.2663626	0.2318072	-155956.402
35810	1.6074085	0.8970020	0.8012968	0.7490378	0.6510526	0.3863945	1.1456223	0.3424031	0.2057326	0.1916713	0.0902022	0.0830208	0.2005176	0.0296543	0.0164217	0.1141481	0.2566556	0.2051066	0.3137331	-155960.902
35820	1.6196614	0.9092326	0.7887410	0.7709052	0.6682521	0.3585637	1.1208889	0.3516262	0.2118056	0.1981850	0.0921266	0.0830208	0.2048718	0.0266435	0.0201786	0.1348570	0.2566556	0.1407612	0.3199502	-155962.123
35830	1.6412171	0.9198714	0.7760070	0.7557416	0.6409071	0.3290706	1.1609384	0.3520275	0.2103591	0.1924060	0.0894972	0.0770003	0.2055946	0.0266435	0.0183219	0.1105546	0.1541576	0.2798865	0.2042084	-155951.492
35840	1.6348917	0.9045068	0.8165967	0.7355479	0.6224706	0.3383944	1.1701581	0.3647181	0.2161691	0.1949653	0.0863919	0.0811887	0.2022346	0.0266435	0.0169276	0.1326871	0.2013219	0.1931404	0.2307229	-155955.956
35850	1.6277201	0.8793216	0.8275102	0.7128223	0.6077221	0.3769420	1.2337780	0.3904668	0.2248153	0.1933744	0.0861205	0.0737287	0.2081210	0.0266435	0.0169276	0.1428614	0.2613976	0.2149256	0.2245386	-155945.888
35860	1.6665879	0.9097723	0.8228470	0.7117460	0.5978204	0.3598936	1.2062446	0.3719453	0.2097537	0.1725975	0.0883009	0.0789668	0.2043051	0.0231652	0.0204726	0.1204903	0.1626751	0.2339243	0.2399357	-155955.028
35870	1.6622104	0.9168849	0.8165741	0.7109254	0.6106152	0.4014526	1.1863033	0.3441352	0.2062707	0.1798014	0.0852158	0.0763478	0.1970750	0.0231652	0.0154606	0.1204903	0.1626751	0.3251108	0.3176599	-155958.717
35880	1.6614085	0.9109526	0.8189624	0.7462718	0.6096159	0.4041305	1.1693359	0.3441352	0.2025435	0.1861616	0.0817465	0.0734447	0.1903872	0.0274311	0.0182310	0.1353084	0.1193133	0.1402924	0.3043268	-155961.746
35890	1.6471478	0.9065919	0.8171862	0.7248423	0.6064791	0.3605836	1.1602123	0.3287657	0.1974356	0.1687428	0.0814846	0.0630244	0.1916601	0.0253499	0.0182310	0.1129888	0.2721031	0.1971065	0.3165103	-155961.120
35900	1.6461586	0.9159497	0.8326574	0.7104223	0.6045553	0.3326443	1.1601868	0.3479425	0.2100994	0.1804551	0.0860053	0.0680855	0.1984698	0.0249062	0.0177909	0.1129888	0.5217557	0.2618221	0.2313157	-155963.877
35910	1.6523042	0.9030407	0.8111718	0.7212414	0.5978864	0.3419019	1.1216630	0.3578485	0.2048030	0.1739289	0.0768158	0.0625735	0.1984698	0.0288512	0.0177909	0.1030251	0.2031177	0.2018713	0.2800554	-155964.748
